id,viewCount,likeCount,commentCount,duration,total_frames,shot_durations,num_shots,shot_duration_variance,average_shot_duration,title_0,title_1,title_2,title_3,title_4,title_5,title_6,title_7,title_8,title_9,title_10,title_11,title_12,title_13,title_14,title_15,title_16,title_17,title_18,title_19,title_20,title_21,title_22,title_23,title_24,title_25,title_26,title_27,title_28,title_29,title_30,title_31,title_32,title_33,title_34,title_35,title_36,title_37,title_38,title_39,title_40,title_41,title_42,title_43,title_44,title_45,title_46,title_47,title_48,title_49,description_0,description_1,description_2,description_3,description_4,description_5,description_6,description_7,description_8,description_9,description_10,description_11,description_12,description_13,description_14,description_15,description_16,description_17,description_18,description_19,description_20,description_21,description_22,description_23,description_24,description_25,description_26,description_27,description_28,description_29,description_30,description_31,description_32,description_33,description_34,description_35,description_36,description_37,description_38,description_39,description_40,description_41,description_42,description_43,description_44,description_45,description_46,description_47,description_48,description_49
C5kIQ9zpjRI,265219523,6554138,24218,60.0,1796,0.5333 1.6667 3.1333 5.1667 4.3667 1.1667 5.4333 3.9333 0.7 4.8333 1.7667 0.6333 1.1333 1.1667 4.3 3.0667 1.9333 3.2333 1.4667 0.9667 4.2 1.3667 1.4 1.6 0.6667,25,2.5607219824,2.3933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6372954040276537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5302486848184123,0.0,0.5591877146840527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sj5mmSSKAgY,121783016,5326184,17303,29.0,704,5.52 2.44 1.48 8.52 3.92 6.24,6,6.743946666666666,4.6867,0.0,0.5010149389651228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46157109474854585,0.0,0.0,0.0,0.3602630394982307,0.0,0.0,0.0,0.3775039402245402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4036324688948347,0.3173614705138393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ay_g-rgkIsY,34971262,618899,898,6.0,180,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7740765766071488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6330919787425497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fLeJJPxua3E,3890073,83239,590,68.0,2030,4.8715 3.9373 2.7361 2.1688 7.5409 2.9029 1.4014 3.8705 2.0354 1.3347 0.9343 7.2406 4.7047 3.003 3.5702 0.9343 1.1678 1.7017 3.6036 1.4014 1.9019 2.8695 1.8685,23,3.314908492687747,2.9435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6060804269315269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6201432970993654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49808514046619223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031107686026834357,0.2954850919593929,0.12818516554885417,0.06451972043701022,0.05974973044346241,0.07070816147369742,0.4224792591650227,0.057584205541952274,0.060128487720768904,0.14130224845378717,0.03036620141430741,0.11057572114516291,0.06162974360636901,0.0,0.12629332503823518,0.3055137170670381,0.10987362699490723,0.02678896745447358,0.10275702139357884,0.0,0.4233616537828469,0.03524332040264835,0.028413314647754803,0.03278894884262824,0.09599468702029573,0.0,0.19273049058323793,0.07041252555533574,0.06816473595974924,0.13281089330191354,0.04066291199991242,0.0,0.0,0.06263132209199568,0.22607286143211272,0.15160058706021454,0.040032631969401065,0.24770927465993536,0.0,0.06736838878272784,0.11544020472511284,0.16599571245832964,0.0,0.03398169810266182,0.10572429918372467,0.09174797237312735,0.16796895670505693,0.18415544875041567,0.0,0.026387009826000323
YP4qT43o8g8,1508256,80076,197,19.0,548,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674704334237052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5754569498797818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46219407200525064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILu5rU5dfzk,50929168,865882,3678,10.0,272,7.4333 1.1333 0.4667,3,14.77797852,3.0111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25054868322439394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.830645083883415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25636215854275396,0.0,0.0,0.0,0.0,0.0,0.0,0.252985898232092,0.0,0.0,0.0,0.0,0.0,0.2059043165430265,0.2741059892574181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06772945768355437,0.0,0.0,0.011519094202936802,0.007734265511951775,0.0,0.016946804374577268,0.0,0.8186250241039209,0.0,0.008361240642651833,0.0,0.0,0.0,0.0,0.0,0.0,0.010886541819082569,0.012563063028876071,0.0,0.0,0.0,0.008992836792051347,0.0,0.0,0.0,0.0,0.011763171470896653,0.023997147660940684,0.0,0.0,0.19940017759471215,0.014601482606584868,0.0,0.012906075740539003,0.4865391789433377,0.21200380735454574,0.0,0.0,0.0,0.008788293010148754,0.036775536784110496,0.0,0.0,0.020220329061396182
_5ht4dvkicQ,378993,28147,264,38.0,1134,5.2667 1.7667 3.2 0.8667 1.9 1.9 1.4667 4.1333 0.8667 1.8333 0.9 1.8333 0.9 1.8333 0.9333 1.8333 0.8667 1.8667 0.9 1.3333 0.5 0.8667,22,1.3325610060822513,1.7167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5411658471516614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5537225058220163,0.4502660413166244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44473745565205947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05878981233120991,0.05584315428662182,0.0,0.0,0.0,0.10022248697004535,0.0,0.0,0.028408915611837244,0.0,0.0,0.02089749102168711,0.029118214205273447,0.0,0.0,0.0,0.020764803610296992,0.025313974942347422,0.024274812654947357,0.0,0.0,0.0,0.0,0.0619671983101831,0.0,0.0,0.0,0.0,0.0,0.0,0.9221765823095371,0.0,0.05802174020923888,0.0,0.03560422624949916,0.023875584035413386,0.0,0.036010842508122046,0.0,0.0,0.2618018440360275,0.18299871137834697,0.10057446377779337,0.0,0.02497578774622688,0.0,0.022674376619245176,0.0,0.0,0.07480244694096663
ocSA8IJw8tc,9454627,337658,9798,19.0,542,0.7 0.7333 0.7667 1.6333 1.1667 3.2 1.7333 5.3333 0.5667 0.5333 1.0333 0.6333,12,2.027952458787879,1.5028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45343032904594155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46395126251316565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39003633930377435,0.0,0.0,0.0,0.0,0.653469063335243,0.0,0.0,0.0,0.0,0.0,0.0,0.6620239424693772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48104495295562627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.574734767378155,0.0,0.0
4cu1EpWh5YI,757763,40208,209,32.0,930,7.4667 6.2 6.6333 0.5333 10.1333,5,12.343598112,6.1933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4267290097550257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43663039312656493,0.35505119724140877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35069170578716613,0.0,0.0,0.6149879892007376,0.0,0.0,0.0,0.0,0.0,0.05878981233120991,0.05584315428662182,0.0,0.0,0.0,0.10022248697004535,0.0,0.0,0.028408915611837244,0.0,0.0,0.02089749102168711,0.029118214205273447,0.0,0.0,0.0,0.020764803610296992,0.025313974942347422,0.024274812654947357,0.0,0.0,0.0,0.0,0.0619671983101831,0.0,0.0,0.0,0.0,0.0,0.0,0.9221765823095371,0.0,0.05802174020923888,0.0,0.03560422624949916,0.023875584035413386,0.0,0.036010842508122046,0.0,0.0,0.2618018440360275,0.18299871137834697,0.10057446377779337,0.0,0.02497578774622688,0.0,0.022674376619245176,0.0,0.0,0.07480244694096663
L92xE4R8iwc,17398,1626,19,15.0,426,0.1 0.5333 0.5667 0.7 0.7333 0.5333 0.8333 2.3333 1.3667 1.5 0.7667 0.7333 0.8 2.4 0.2667,15,0.45724465685714283,0.9444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5411658471516614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5537225058220163,0.4502660413166244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44473745565205947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05878981233120991,0.05584315428662182,0.0,0.0,0.0,0.10022248697004535,0.0,0.0,0.028408915611837244,0.0,0.0,0.02089749102168711,0.029118214205273447,0.0,0.0,0.0,0.020764803610296992,0.025313974942347422,0.024274812654947357,0.0,0.0,0.0,0.0,0.0619671983101831,0.0,0.0,0.0,0.0,0.0,0.0,0.9221765823095371,0.0,0.05802174020923888,0.0,0.03560422624949916,0.023875584035413386,0.0,0.036010842508122046,0.0,0.0,0.2618018440360275,0.18299871137834697,0.10057446377779337,0.0,0.02497578774622688,0.0,0.022674376619245176,0.0,0.0,0.07480244694096663
