id,title,description,viewCount,likeCount,commentCount,duration,num_shots,shot_boundaries,shot_durations
C5kIQ9zpjRI,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6376264890256265 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.529897114077719 0.0 0.0 0.0 0.0 0.5591435495335321 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,265219523,6554138,24218,60.0,25,"(00:00:00.000 [frame=0, fps=30.000], 00:00:00.533 [frame=16, fps=30.000]) (00:00:00.533 [frame=16, fps=30.000], 00:00:02.200 [frame=66, fps=30.000]) (00:00:02.200 [frame=66, fps=30.000], 00:00:05.333 [frame=160, fps=30.000]) (00:00:05.333 [frame=160, fps=30.000], 00:00:10.500 [frame=315, fps=30.000]) (00:00:10.500 [frame=315, fps=30.000], 00:00:14.867 [frame=446, fps=30.000]) (00:00:14.867 [frame=446, fps=30.000], 00:00:16.033 [frame=481, fps=30.000]) (00:00:16.033 [frame=481, fps=30.000], 00:00:21.467 [frame=644, fps=30.000]) (00:00:21.467 [frame=644, fps=30.000], 00:00:25.400 [frame=762, fps=30.000]) (00:00:25.400 [frame=762, fps=30.000], 00:00:26.100 [frame=783, fps=30.000]) (00:00:26.100 [frame=783, fps=30.000], 00:00:30.933 [frame=928, fps=30.000]) (00:00:30.933 [frame=928, fps=30.000], 00:00:32.700 [frame=981, fps=30.000]) (00:00:32.700 [frame=981, fps=30.000], 00:00:33.333 [frame=1000, fps=30.000]) (00:00:33.333 [frame=1000, fps=30.000], 00:00:34.467 [frame=1034, fps=30.000]) (00:00:34.467 [frame=1034, fps=30.000], 00:00:35.633 [frame=1069, fps=30.000]) (00:00:35.633 [frame=1069, fps=30.000], 00:00:39.933 [frame=1198, fps=30.000]) (00:00:39.933 [frame=1198, fps=30.000], 00:00:43.000 [frame=1290, fps=30.000]) (00:00:43.000 [frame=1290, fps=30.000], 00:00:44.933 [frame=1348, fps=30.000]) (00:00:44.933 [frame=1348, fps=30.000], 00:00:48.167 [frame=1445, fps=30.000]) (00:00:48.167 [frame=1445, fps=30.000], 00:00:49.633 [frame=1489, fps=30.000]) (00:00:49.633 [frame=1489, fps=30.000], 00:00:50.600 [frame=1518, fps=30.000]) (00:00:50.600 [frame=1518, fps=30.000], 00:00:54.800 [frame=1644, fps=30.000]) (00:00:54.800 [frame=1644, fps=30.000], 00:00:56.167 [frame=1685, fps=30.000]) (00:00:56.167 [frame=1685, fps=30.000], 00:00:57.567 [frame=1727, fps=30.000]) (00:00:57.567 [frame=1727, fps=30.000], 00:00:59.167 [frame=1775, fps=30.000]) (00:00:59.167 [frame=1775, fps=30.000], 00:00:59.833 [frame=1795, fps=30.000])",0.5333333333333333 1.6666666666666667 3.1333333333333333 5.166666666666667 4.366666666666666 1.1666666666666667 5.433333333333334 3.933333333333333 0.7 4.833333333333333 1.7666666666666666 0.6333333333333333 1.1333333333333333 1.1666666666666667 4.3 3.066666666666667 1.9333333333333333 3.2333333333333334 1.4666666666666666 0.9666666666666667 4.2 1.3666666666666667 1.4 1.6 0.6666666666666666
sj5mmSSKAgY,0.0 0.0 0.5009884752855935 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4615637482175918 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3603047936871112 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.37753733830951397 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4036532033316636 0.3173004242522943 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,121783016,5326184,17303,29.0,6,"(00:00:00.000 [frame=0, fps=25.000], 00:00:05.520 [frame=138, fps=25.000]) (00:00:05.520 [frame=138, fps=25.000], 00:00:07.960 [frame=199, fps=25.000]) (00:00:07.960 [frame=199, fps=25.000], 00:00:09.440 [frame=236, fps=25.000]) (00:00:09.440 [frame=236, fps=25.000], 00:00:17.960 [frame=449, fps=25.000]) (00:00:17.960 [frame=449, fps=25.000], 00:00:21.880 [frame=547, fps=25.000]) (00:00:21.880 [frame=547, fps=25.000], 00:00:28.120 [frame=703, fps=25.000])",5.52 2.44 1.48 8.52 3.92 6.24
Ay_g-rgkIsY,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.7740441898809314 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6331315756709442 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,34971262,618899,898,6.0,1,,
fLeJJPxua3E,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4384959430519248 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.690122563858152 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.448902783096136 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3604697575517222 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.02850726044763186 0.048836391034228196 0.0 0.27088700396166 0.03862744813765088 0.11746252855705017 0.03297963938595216 0.05913975727634456 0.054759275282373995 0.06477909184198316 0.0 0.38732552600657016 0.052750659946910826 0.03282648084092278 0.05512091510362929 0.12948330112767373 0.0 0.0 0.027836834405104826 0.0 0.1012871072061455 0.0 0.05647890180942829 0.0 0.0 0.10470731316173776 0.034709538739914364 0.0 0.0 0.11580050264366668 0.2799722529849926 0.0675010134078037 0.10066602612810807 0.024538480050296654 0.09415574243297502 0.0 0.0 0.04222453006040647 0.06080765886617527 0.08360142356865415 0.38813344257412 0.035042121794354016 0.03228832235973345 0.02604925436322145 0.0 0.13764986301545265 0.030054028477666583 0.0330748593099072 0.034888557215791795 0.0 0.08799137639662491 0.0 0.03312275052704241 0.0700281124754443 0.0 0.03404458181567056 0.0 0.0 0.17665996230005432 0.064530266979136 0.03659879495383948 0.06245438822275176 0.12173055173925393 0.0 0.07361637017691963 0.0 0.03720449348916333 0.0 0.0 0.07611223308664475 0.0 0.0 0.057361619610452136 0.20719128431700995 0.1389156133994056 0.0 0.03666283926871111 0.0390303263793663 0.22701567651197965 0.0 0.0 0.0 0.0 0.0 0.061746334285693164 0.2844696929384396 0.10575484381745436 0.15207649047924818 0.0 0.0 0.031165766614347907 0.0 0.0968918713252827 0.0 0.08406930746920015 0.15396385748279268 0.16876556329861228 0.0 0.024176914225771673,3890073,83239,590,68.0,23,"(00:00:00.000 [frame=0, fps=29.970], 00:00:04.872 [frame=146, fps=29.970]) (00:00:04.872 [frame=146, fps=29.970], 00:00:08.809 [frame=264, fps=29.970]) (00:00:08.809 [frame=264, fps=29.970], 00:00:11.545 [frame=346, fps=29.970]) (00:00:11.545 [frame=346, fps=29.970], 00:00:13.714 [frame=411, fps=29.970]) (00:00:13.714 [frame=411, fps=29.970], 00:00:21.255 [frame=637, fps=29.970]) (00:00:21.255 [frame=637, fps=29.970], 00:00:24.157 [frame=724, fps=29.970]) (00:00:24.157 [frame=724, fps=29.970], 00:00:25.559 [frame=766, fps=29.970]) (00:00:25.559 [frame=766, fps=29.970], 00:00:29.429 [frame=882, fps=29.970]) (00:00:29.429 [frame=882, fps=29.970], 00:00:31.465 [frame=943, fps=29.970]) (00:00:31.465 [frame=943, fps=29.970], 00:00:32.799 [frame=983, fps=29.970]) (00:00:32.799 [frame=983, fps=29.970], 00:00:33.734 [frame=1011, fps=29.970]) (00:00:33.734 [frame=1011, fps=29.970], 00:00:40.974 [frame=1228, fps=29.970]) (00:00:40.974 [frame=1228, fps=29.970], 00:00:45.679 [frame=1369, fps=29.970]) (00:00:45.679 [frame=1369, fps=29.970], 00:00:48.682 [frame=1459, fps=29.970]) (00:00:48.682 [frame=1459, fps=29.970], 00:00:52.252 [frame=1566, fps=29.970]) (00:00:52.252 [frame=1566, fps=29.970], 00:00:53.186 [frame=1594, fps=29.970]) (00:00:53.186 [frame=1594, fps=29.970], 00:00:54.354 [frame=1629, fps=29.970]) (00:00:54.354 [frame=1629, fps=29.970], 00:00:56.056 [frame=1680, fps=29.970]) (00:00:56.056 [frame=1680, fps=29.970], 00:00:59.660 [frame=1788, fps=29.970]) (00:00:59.660 [frame=1788, fps=29.970], 00:01:01.061 [frame=1830, fps=29.970]) (00:01:01.061 [frame=1830, fps=29.970], 00:01:02.963 [frame=1887, fps=29.970]) (00:01:02.963 [frame=1887, fps=29.970], 00:01:05.832 [frame=1973, fps=29.970]) (00:01:05.832 [frame=1973, fps=29.970], 00:01:07.701 [frame=2029, fps=29.970])",4.871533333333334 3.937266666666667 2.736066666666667 2.168833333333333 7.540866666666667 2.9029000000000003 1.4014 3.8705333333333334 2.0353666666666665 1.3346666666666667 0.9342666666666667 7.240566666666667 4.7047 3.003 3.5702333333333334 0.9342666666666667 1.1678333333333333 1.7017 3.6036 1.4014 1.9019 2.8695333333333335 1.8685333333333334
YP4qT43o8g8,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6743905254280992 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5757298808199368 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.46231214946600074 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,1508256,80076,197,19.0,1,,
ILu5rU5dfzk,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.189173262617454 0.0 0.0 0.0 0.2908263191305382 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6270387930623258 0.0 0.0 0.0 0.0 0.0 0.0 0.2990778353503645 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.2851998158083819 0.29641017593241786 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19366291848747033 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19111386166863578 0.0 0.0 0.0 0.0 0.0 0.29448783940885187 0.0 0.0 0.15551167848069924 0.2070594070617155 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.009534971083028941 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.041354759347646264 0.0 0.0 0.0 0.0 0.007037802211531726 0.004723526509568156 0.022824663441212974 0.0 0.0 0.0 0.010345817020706567 0.0 0.0 0.4995072207938111 0.0 0.0 0.0 0.0 0.0 0.0 0.0051066676065593996 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.008948310157674826 0.0 0.006651903351806348 0.0 0.0 0.007674557205296933 0.008445952595661433 0.0 0.0 0.0 0.0 0.0 0.01788228674805235 0.0 0.0 0.0 0.0 0.0 0.005492788049722754 0.0 0.0 0.0 0.0 0.0 0.01060610553299236 0.0 0.0 0.0 0.0 0.0 0.0071826253995746145 0.014647787780464522 0.0 0.0 0.5547823918230294 0.12170826773889744 0.0 0.00891852688252399 0.5643413348702869 0.0 0.0 0.0 0.0 0.007883731378059365 0.0 0.2970595968986858 0.12944684233497256 0.0 0.0 0.0 0.008730147169745716 0.0 0.0 0.005366956961040375 0.022466290432872304 0.0 0.0 0.012347570071088715,50929168,865882,3678,10.0,3,"(00:00:00.000 [frame=0, fps=30.000], 00:00:07.433 [frame=223, fps=30.000]) (00:00:07.433 [frame=223, fps=30.000], 00:00:08.567 [frame=257, fps=30.000]) (00:00:08.567 [frame=257, fps=30.000], 00:00:09.033 [frame=271, fps=30.000])",7.433333333333334 1.1333333333333333 0.4666666666666667
