id          ,viewCount  ,likeCount ,commentCount
HwfJP3dt-QY ,1578046    ,   129250 ,       13155
PsiHFq0Ku38 ,205003     ,    12504 ,         327
2ot6Hz6lsX0 ,217091     ,     7471 ,         193
A_5-fED2A0Y ,3384656    ,   154542 ,        4266
Wt7sQWvBZi8 ,293788     ,    15725 ,         249
Os5Sa-haB0Q ,800452     ,    72421 ,         549
2S8bvFGWzd0 ,242317     ,     2185 ,         814
8IdCf9tRr6s ,2610367    ,    65669 ,        2715
Awl4rq95Ki0 ,111177     ,     5488 ,         332
FcPJlwLuWhA ,1128861    ,    42200 ,         390
F9wbogYwTVM ,28325581   ,   121281 ,            
RfbnnZMzjFI ,12870760   ,    42527 ,         503
xxwtx1cHuDU ,592193     ,     1638 ,            
XROKFuzoNqg ,1726646    ,     6189 ,         235
fFhH-pt9JW8 ,53156462   ,   203913 ,        2953
qzvfds5Nqus ,19777876   ,    60173 ,         876
ibcSAtsD7SU ,33183150   ,   107095 ,        1652
cxRe9B0IXGI ,3063395    ,     8343 ,           0
V3jf37mkA7A ,16877      ,      533 ,          29
YNrmRzUu_zU ,911760     ,     3612 ,          77
_ol2jZ4YuGs ,16844696   ,   137439 ,           0
ag-RRBAVaG4 ,22895      ,      203 ,          34
BS9gX34VpkI ,4830471    ,    28019 ,         486
-eI8W4E0wcA ,1576142    ,     4042 ,            
ZyyDWi6TkAc ,1400078    ,     7187 ,         137
PP7toELbdqA ,26976491   ,    87024 ,           0
jtQzAFqvlfI ,16920      ,      114 ,          31
-RKXz5fmibs ,847013     ,     2990 ,          81
Dm6KUoYJudE ,67196      ,      493 ,          12
mMSou5sxuFc ,7365938    ,    19872 ,         243
CbXN_seSfZU ,72476966   ,   546678 ,         481
TDTSwmoxfVo ,8061359    ,    12801 ,         341
4qFATKcVUFs ,36954      ,      581 ,          15
GUr8MH1p68w ,6542       ,      108 ,          28
gvlRlW0iYLI ,14089800   ,    43717 ,         551
nYmpcPrbZ9Y ,2648676    ,    15781 ,         208
ZP7i_n_RI4c ,23061      ,      200 ,          35
rUjctqTm0Bo ,67980      ,      414 ,          12
VMY9XH_zgW4 ,101073     ,      478 ,          36
XfVhItHMdNg ,473660     ,     1653 ,            
Q-Eg4kIhWRY ,10301377   ,    81657 ,        3411
nbfWVn9waM8 ,38979068   ,    99744 ,        2208
rEybR8AcdqM ,20282082   ,   101512 ,        1862
7EajhjcHR2E ,23599      ,      171 ,          27
wjoBhTkRayI ,4716644    ,    14861 ,         349
AeglRNPGJXI ,121791703  ,   418950 ,           0
hj3mAbTF6do ,26837      ,      188 ,          14
8JXHpmRHOng ,150440     ,     7357 ,          16
YCh_GfeV3pI ,19369088   ,  1077180 ,        2524
570z4Wsqb6U ,31913      ,      895 ,          29
usbwd0OsN0c ,100938     ,      442 ,          51
LBQ5XAfkL18 ,33881      ,      284 ,          17
bVqfPbfVNBM ,95193      ,      491 ,          18
cA5KsdPdxJU ,723735     ,     4404 ,          96
xrBp8FpWU2w ,651585     ,     2870 ,          91
d7nZ8U8nlHo ,999107     ,     4216 ,         126
yB4wN1ncFBg ,728952     ,     4386 ,         127
rAd3VffwMvU ,141148     ,      898 ,          40
_w_RhbjX1gk ,2414032    ,     7390 ,         161
ffY4qpG-rpo ,1068026    ,     3273 ,          52
PCivJZ5OBE0 ,263582     ,     3069 ,         209
jxgFBy81888 ,2880255    ,    58236 ,        1471
Uc_1ha6K1Oc ,133636     ,     2077 ,         114
BqCv2HAhJXw ,217746     ,     4033 ,         279
jOV1BkDfNvs ,217587     ,     1822 ,         126
FR4fkLLpSw0 ,1166705    ,        0 ,            
KIbd5zBek5s ,156000     ,      316 ,          61
hNAbQYU0wpg ,98093932   ,   581749 ,        9189
RVeHxUVkW4w ,7499586    ,    80858 ,        7520
rDjYa5LPn5s ,14536847   ,    41362 ,         718
6zrwEiTu8Wc ,6011       ,       47 ,          11
kiU392nNWK0 ,2899547    ,    20136 ,        2614
mOE8oabxnUM ,1405012    ,    38838 ,        3073
Es0_AGTMK-0 ,7963775    ,   173208 ,        6950
n9gISzBKccE ,4977553    ,    43399 ,        9560
g0kjOzoE_TY ,5957       ,       24 ,            
OPdbdjctx2I ,125070553  ,  1135461 ,       30759
oFGW8uqoFms ,514594     ,     9522 ,         373
LwF5WiMkBXo ,85150552   ,   201952 ,        8268
5Dg_8gV6mLA ,2832       ,       82 ,           5
0xfhspqJzZQ ,8168706    ,    22615 ,        1736
0CsxgnAcpao ,3255401    ,   181834 ,        1436
KKC8fPT0Z5U ,30065534   ,   611066 ,        1469
hqpNvNvIiGk ,1161724    ,    89370 ,         418
NTMt0Tg08k0 ,13744      ,      232 ,          16
Rx3_n24SZOg ,141624     ,     1218 ,          69
7NmFxs2-j7Q ,2413650    ,    40321 ,        2544
SbvhoOvtMgM ,4828368    ,    25173 ,         792
J5hw4XBTFeo ,130622     ,     2639 ,         288
d6KNEe_2qDw ,6892004    ,    25380 ,        1472
IfO_3f4vIrY ,1708       ,       56 ,           4
2GVmvtVA5p8 ,29031373   ,   130089 ,        6520
6cfhJO5M0Xo ,8674307    ,   542952 ,        8146
4JzouUxnhsk ,170365     ,     2308 ,         290
2lZc0-p6nus ,8870       ,      458 ,           6
dByVCys-l3M ,1163       ,       46 ,           2
enkNHG7kNXw ,28344578   ,     7733 ,         182
SFdzWnIjU88 ,465516     ,     3174 ,         173
N4Iih1hywrI ,10707      ,      107 ,           2
XWFg6w4lDhg ,3475       ,      143 ,           1
o5-OoTtwSpk ,4016       ,      191 ,           3
CUxBfJKTpMA ,439718     ,    34411 ,         260
YtACm_g4xhU ,1339       ,       22 ,           0
7yZuDXYYMA4 ,1638       ,       33 ,           1
Gybi0ILFDQM ,983042     ,    61479 ,        2837
XB7wuITUNiM ,85         ,        4 ,           0
Kxmaya3Bbug ,4027959    ,    14483 ,         450
YrbLbXdO98k ,1682       ,       40 ,           0
ET_OrGX9DlE ,1311       ,        0 ,            
Dr8ipaUjJzA ,18125      ,      479 ,           0
wVrvThO9W3g ,1430464    ,     7903 ,         524
alVdORss5_c ,258208199  ,  2033672 ,       33778
6j6LppM5jDw ,10768332   ,   144803 ,        1739
PWE3ZFO8Zv0 ,1275996    ,     9825 ,         262
Hte3QQbYigE ,15124178   ,   145744 ,        2945
-Zp_B_ATP30 ,11188904   ,    98052 ,        1820
NBrv3xCmhlw ,7342925    ,    52503 ,         756
uceMWbjhBho ,12157016   ,   115136 ,        5707
v-YdgZmf618 ,137088     ,     3152 ,          13
aGOvjutqFpU ,1980471    ,    13212 ,         505
9HPFkUhOp1Q ,1366781    ,    19262 ,         541
sIb452ovVQA ,460990     ,    14615 ,         393
iFphORW7oL4 ,1022728    ,    10174 ,         210
2Qv9qPDNpzU ,200495     ,     2424 ,          71
tSTHdDyQexI ,203232     ,     3946 ,         210
I7WniAZH0T8 ,1646247    ,    18398 ,         515
zxC8Ugrh5M8 ,281046     ,     8170 ,          34
gpcHBfl7D7w ,10330499   ,   631024 ,        2301
E49Wzf8UlAM ,14039626   ,   110259 ,        1524
dD_0NnC5e2U ,41266569   ,   209673 ,        3711
HdPfxUIvwck ,1947596    ,    26287 ,         876
t8SSCVR3FgY ,1390826    ,    11585 ,         397
QcywDx6VgsQ ,3715960    ,    28953 ,         634
uA7BxSrhjw4 ,4610136    ,    48719 ,         986
hnkpU27uTp0 ,12836312   ,   142900 ,        2870
9rLPYc14njU ,203666     ,     2446 ,          79
rnybMv-fi6Y ,687857     ,    13844 ,         391
qLLXwyfsjnM ,3701487    ,    33412 ,        4019
Aaehd9xrdBQ ,13499997   ,   164898 ,        4284
aW8ZDx69USM ,34913245   ,   445389 ,        7092
hyeKiVzt2p0 ,44029643   ,   940524 ,        1520
yUB-pvWc47o ,8742072    ,   639171 ,        1575
34Z1g7x9rgY ,151226     ,     2224 ,         177
WrYcne7CWUE ,427601     ,    13671 ,         397
-XoCvn4fnXw ,15972148   ,   359682 ,       12829
IhQ_Jxs0ObI ,3520299    ,    48408 ,         797
W4_nOTvd4nY ,9051985    ,   135235 ,       17712
O1gFBFfP-j4 ,883267     ,     5279 ,         546
UjZsxw160Vs ,6267803    ,    42189 ,         620
IotRdWPWYOY ,405997671  , 17561963 ,       23368
nucqHfGWGOs ,3769936    ,    24734 ,         281
7qEiLGxxV_c ,5298915    ,    43387 ,         693
qAu3ZVK6kVM ,13696466   ,   693900 ,        5811
4WkAlG79210 ,29386912   ,  1034236 ,        1289
c9lM2yrGA6o ,952347     ,   138072 ,         453
osyBxJj1VS0 ,4822325    ,   122463 ,         800
ftTvia878Kk ,7641232    ,   269077 ,         647
Y0xm20JgMJI ,17953316   ,   156364 ,        2384
QlkOa7kyoPE ,2313593    ,    18790 ,         587
l_ROX6Uo918 ,14117140   ,    89165 ,        2496
5dNN0KxIGqM ,1806115    ,    35493 ,         658
YGICTsTiofI ,4079406    ,   318930 ,        1127
vvoa-1DCL5s ,8484345    ,    80924 ,        2011
Ks-weY5uwzA ,1360588    ,    17215 ,         455
kCZ-RLikEtw ,755394     ,    41872 ,        2733
i7Sr5sxaBOA ,1280945    ,    18694 ,         392
39Xh3FCT7rU ,1486673    ,    15040 ,         347
YWvaf381kG0 ,621338     ,    18947 ,        1232
EyTQJPvp4Lg ,276991     ,    10186 ,        1207
fb_yUFffAg4 ,3627463    ,    46238 ,         797
i5pBVu8KGsc ,5737442    ,   144486 ,        3041
eNu37i27NYQ ,391381     ,    13235 ,         598
U0w8LU7L7P8 ,5152169    ,    62267 ,        2275
_cEgrI4Vmcg ,9597117    ,   130417 ,        3020
v9WSjE3tIkg ,48141898   ,  1458552 ,       27378
58btoU6LyQM ,518383     ,    13580 ,         198
dJTDrHZF6Oo ,2342993    ,    27321 ,         753
VzvFKfI3Mbk ,597333     ,     9218 ,         352
73xz52Gpuec ,3139773    ,    92921 ,        8842
_6mqohghnTg ,2014733    ,    53373 ,        1967
VCWnsWfObvI ,6798831    ,   137940 ,        1237
IZa_sEdO9e8 ,4717952    ,    62356 ,        2048
XM3LkMVFnlo ,2010016    ,   316542 ,        1768
4TmiKOwZxcY ,89687      ,     3115 ,         290
_keo2UAM98E ,43146      ,     2808 ,         177
KO4BuK8a9Ag ,3948453    ,   209988 ,        9714
nZhWIOOG3Ws ,5767281    ,   156655 ,        5822
lMCOKYpVDhY ,1658717    ,    38585 ,        1940
9JiYIzUyLUE ,974696     ,    21226 ,         670
y5gXvD1_wUE ,329175     ,     6016 ,         180
3oYzJGFW6Iw ,5082264    ,   101050 ,        4708
NtsgmSaC2pI ,1319490    ,    23127 ,         488
r-yo0viYFCw ,2243209    ,   224180 ,           1
ZoXqb8Ddhtw ,14588652   ,  1137005 ,        9234
Q7NdIdiu9CU ,650941     ,    17560 ,         915
bPA48tHF5Qw ,1407822    ,   207434 ,        1775
reJAU-lx47U ,1011267    ,    64821 ,         428
8sBqr6XSB0E ,4896705    ,    97463 ,        1534
utPvHoiaznA ,2527999    ,   166966 ,        1186
As3ptmG9R1M ,723186     ,    26819 ,         620
TAoA2mu8Vfk ,157508     ,     8605 ,         320
0D9rxq90K4U ,10156588   ,   181858 ,        8728
yKR1JgroA0s ,2057935    ,    68067 ,         933
4LF37gA5JZ0 ,1705325    ,    32443 ,        1034
cYJF4GB8Uls ,132337     ,     7380 ,         398
RkBzWrbitrI ,827551     ,    85686 ,        9722
VD6RoGmef00 ,1392585    ,    16858 ,         245
80SZBjtV3Eo ,627243     ,    12787 ,         565
R5mFbOtHqsw ,8121977    ,   305758 ,        2893
2KT3V_4oIXg ,10175604   ,    85979 ,        5911
0NMIZ-PTt8k ,433111     ,    15718 ,         662
QYA7Jy8Z0lA ,1639973    ,    74862 ,        1905
9xTtsV3nWwc ,646259     ,    13179 ,         538
ovVTbWv2cRk ,3562823    ,   199238 ,         218
BapSQFJPMM0 ,1093597    ,    48866 ,        1912
cYOP2qzv8FA ,179407     ,     6367 ,         223
_dVjEQf68So ,1043023    ,    24740 ,        1132
yMPJRe2qTlI ,1810236    ,    63514 ,        2160
MGhjvist4gk ,3890205    ,   137577 ,        3350
3uTuhbLylmw ,149476     ,     6126 ,         106
kJOyhNL52M4 ,102746     ,     4940 ,         189
y03-497B300 ,16494      ,      439 ,         113
UDEfgewcr5E ,796275     ,    29283 ,         444
YFq5Tufdl4E ,48152      ,     2129 ,          28
ZvfF8IQ69q4 ,3637       ,      147 ,           2
OrR0MDGRKy0 ,90574      ,     4084 ,          36
35npVaFGHMY ,7890901    ,   375720 ,       13973
myncI7A0Tws ,51959      ,     2199 ,          21
nLeiVZ9BDKA ,706476     ,    30622 ,        2354
4jniv7es40c ,2840       ,      200 ,          17
3zUuxEiMcVo ,2684       ,       44 ,           5
qhVx_nuisXE ,1298       ,      105 ,          15
aiIluE3za8k ,11996      ,      219 ,          12
20wyD1idQIg ,1045       ,      239 ,           4
bCLVVbA_Vps ,23825      ,      721 ,           3
3SsK-cxlj_w ,20680568   ,   113977 ,        3036
Ynzqsi8znG8 ,2758618    ,   185512 ,         535
LFmuDFLVRsQ ,249177     ,     4710 ,         334
U24bE7DslEI ,7242       ,      101 ,          24
-hhLrutTdkE ,162898012  ,  6580174 ,        6874
8V7czbc0kxg ,59796      ,     1304 ,          96
nfA7_4s-ADI ,63632      ,     4090 ,          30
99re33iIt7s ,229463     ,     2995 ,         121
WvGUjw7OwZo ,62086933   ,  3071819 ,        1780
vusOqZBKwek ,526129     ,     9442 ,         609
ChgWgLZieAA ,666        ,       24 ,           0
_smHuTBimYE ,17546      ,      422 ,          42
0XoT1z-gAQw ,779759     ,    12066 ,         297
rUDyaPthiOY ,16220      ,      201 ,          28
SmBLLWDg-9Q ,24277      ,     1212 ,           5
ApbPwcm-cmc ,1807       ,      876 ,        2141
JPS3N-TxtnM ,720        ,       34 ,           0
Tbrw1rEw09Q ,5          ,        1 ,           0
4N5x5nI1l24 ,64690      ,     1422 ,          87
Qe-X-vhOVOo ,207        ,        9 ,           0
KxIwWqYfeVE ,2391       ,       28 ,           4
4e3SGAEYN5E ,20113      ,      749 ,           2
NUpaRFcLYFI ,1262       ,       37 ,           3
B0prgbVo7qM ,493        ,       16 ,           0
GqTg-Vxm5Z8 ,37         ,        4 ,           0
cBfoplTyvvo ,33293134   ,   416157 ,        9045
HH0gcxhEuYA ,8087       ,       61 ,           8
cCIqrmvLx4w ,9077463    ,   155689 ,         650
obPhMXPA328 ,187832     ,    10134 ,         248
YCYVyO4ynEU ,5985122    ,   206964 ,        3977
4n8iSYNigx0 ,6319       ,       82 ,          14
EizQ2lkiU2U ,3544597    ,        0 ,            
NdQcvpeF910 ,1188223    ,    13872 ,        1732
DMbGb-C7gjE ,1022876    ,    10668 ,         239
hV37fPOlP3w ,3328147    ,    57185 ,        3210
nqmo9VKpCmU ,1983806    ,    11663 ,         309
ICbLwj2Tu18 ,5549384    ,   287219 ,        2557
HTaVzrzgpVs ,623288     ,     9653 ,         754
uIorWQnAOuM ,6414728    ,    53102 ,        7700
URSCcEgFMJE ,31478      ,      931 ,         623
pVDNdnSs3tQ ,575437     ,    11694 ,         262
f30vsvdURb4 ,2338709    ,    20360 ,         532
eH_Cqs5nQmQ ,5587       ,      335 ,           5
h_7-JNVYIPM ,1373115    ,    13030 ,         432
0Op0N0TWCUQ ,1842       ,       96 ,           0
GrGWbbif0wg ,599206     ,    51986 ,         118
sFdHQrSb3v8 ,290668     ,    19490 ,          57
YkN_Fpm0bzg ,1735       ,      100 ,           6
pm1Zm0iywAY ,21041      ,      320 ,         199
6-ax9Ddane0 ,108167     ,     1640 ,          96
KUAD9UK2kqQ ,13034      ,      144 ,          19
C0CQyNj7d-g ,34998201   ,   348222 ,       13718
R0vqj4zbRrQ ,22845      ,      580 ,           9
kwUcalNTDZw ,4444268    ,    50344 ,        3903
w2sDihEGaOY ,9178       ,      425 ,          12
eCMnHHgyRAs ,5266       ,      130 ,           3
ny-MwIiia1E ,5379       ,      225 ,           4
lxCEqVbEgck ,984626     ,    60168 ,         580
qmWqcsbtHmQ ,312073     ,    19049 ,         280
Ya9g5MDVwZg ,1082198    ,     9948 ,        2061
WAx5Fim7anc ,2147       ,       72 ,           5
PbdeHoDJZIE ,88644315   ,   511372 ,        9998
1q2Tuktx2zw ,1264       ,      213 ,           4
fsmRBzn9Usc ,1709826    ,    84889 ,         898
XzDrL8RTLvY ,2682       ,       95 ,           0
5-9S2YUOe60 ,1554       ,       13 ,           3
pispxnosU7Y ,74497      ,     3488 ,          80
f--kLQJ_rjI ,1812       ,      134 ,           4
sCB32CGJKe8 ,8964       ,      469 ,           2
cINoshYx_84 ,27352      ,      301 ,          36
_649cqhKrdI ,2411       ,       93 ,           2
0hEK5wVQeWI ,15538      ,      215 ,          21
QX33_hIIIHA ,465457     ,     4323 ,        1826
DxGaM0qNfHc ,588102     ,    11245 ,         392
5UqD6YTA6Dk ,4855135    ,    30960 ,        1254
omzrRtXSVJI ,4004693    ,    50708 ,        1270
O6B_BVAUwbM ,299984     ,     4171 ,         210
n5CAtYjsueA ,3373134    ,    16000 ,         121
A4-lV6r0lyg ,3246212    ,    52350 ,         714
EG4vfa8cZx4 ,42124330   ,   606932 ,        7575
SeDGkRfpTqQ ,4905940    ,    39956 ,         694
X1Y1rXzcAyQ ,17431365   ,   366178 ,        4557
SBTYRrsUWgA ,2168698    ,    63650 ,        2334
--saF5nJAs4 ,709263     ,    13474 ,          61
aioqW6nx6A0 ,2609571    ,    30890 ,        1387
HKKEJOQQ0hA ,1852892    ,    26429 ,         892
oBp4-M0nglM ,170282     ,     2756 ,          67
oX44x5Jke_w ,281356     ,     4017 ,          35
5CvwgC-WQlo ,56609056   ,   779409 ,        8586
ldXFx9UHD6A ,3090710    ,    39995 ,         903
0j5Vyo4lGYc ,2655354    ,    42086 ,         402
oMgns-939ks ,11604357   ,    74191 ,        1033
xKSDAyNPxQ4 ,11646      ,       83 ,           6
OMdxg6NbZwE ,5748381    ,    67389 ,        1534
HQE-hyQvWBU ,17032258   ,   144975 ,        2001
CFLfMj6YKC0 ,29946878   ,   293451 ,        7878
VEDQ5rELtoU ,52354008   ,  1819986 ,       47706
85USoqN6WZ8 ,16903298   ,    93492 ,        1011
t8W4tyLo_oE ,5609937    ,    77303 ,        1503
sh2ocal2H38 ,5587623    ,    57800 ,        2000
80DQsADK0Io ,2702439    ,    31155 ,        1181
3fQvUidTmdM ,435651     ,     3055 ,         388
Uo5iGxX7qPg ,2414660    ,    12082 ,           0
jxA1rpziruM ,243789     ,     1163 ,         180
A-mNbzZ7BSo ,10141601   ,   312866 ,        3393
WxyDmf3e-f4 ,2386446    ,    35764 ,         435
nw9NnI_LeNQ ,3674252    ,    40233 ,        2694
ardtvdR28SQ ,109587782  ,  3261970 ,       93489
07cAFA_to_s ,4666190    ,    36883 ,         394
IzVf220VYCg ,227996     ,     3075 ,         137
5DXnWmt_9lw ,13496574   ,   289324 ,        7360
lx8yv1HKqnY ,288134     ,     2264 ,         286
Qry1_RJL0cY ,1551026    ,    16438 ,         455
x33vixa0BmU ,3760       ,       78 ,          11
87H_XM1RHWM ,841375     ,     8969 ,         366
uAcLKBJp5xs ,3560450    ,   262726 ,         200
MI66HdS6s08 ,2218052    ,    25467 ,         205
A4hU3GNircw ,76007      ,     5039 ,        1182
4v8zQTcuivs ,1018956    ,     7022 ,         312
xFISC-TJmIc ,22402187   ,   463935 ,        4118
aChwCV-w-7o ,34938      ,      227 ,          12
ddsy9tVIVs8 ,28448667   ,   345462 ,        3166
dlk7si4Wofs ,9025598    ,    62678 ,         302
wOYP6jP5rjQ ,14144068   ,   319364 ,       13893
NT-_h_k49u8 ,1644192    ,    30591 ,         145
oak2WNg37GE ,8156661    ,    38871 ,         582
7lgyV7imcKc ,6669713    ,    26290 ,            
vQopnwLFdXc ,1182599    ,     4636 ,         262
VfSIqKSiguc ,1311389    ,    13917 ,         337
BuvyOhCjeIo ,252396290  ,  1345856 ,            
rLBO14MZFoM ,2479226    ,    22183 ,            
mAxvK2aGtQU ,88207128   ,   591367 ,            
HVGp-I73wx8 ,1737427    ,    18637 ,         183
lbDHgDhU9_0 ,80229      ,     1100 ,         100
lABAJA4LsfI ,436993     ,     4488 ,          59
KC27P4_4e54 ,464394     ,     6293 ,          70
_rV1rbRxdrg ,19202645   ,   223851 ,       16032
3wHdmU1XE9I ,1847092    ,     8700 ,           0
dn0ZMI-WQMQ ,2616900    ,    15929 ,           0
h7stfRmj9B0 ,370400     ,     5253 ,         530
WT42tuy-Gfo ,44747267   ,   363790 ,           0
6wGIPAm4wws ,436257     ,     5896 ,         553
Sgb7KicfizM ,4548816    ,    37792 ,        2885
T6SGlCnuJ2o ,16325119   ,   134001 ,        3484
_OK5cZ7ceeY ,54154381   ,   415026 ,            
dHvNWfH9Kgs ,3123375    ,    15698 ,         745
PKjt91qtuOM ,3038046    ,    16851 ,         663
rVtcDGljmGU ,21432383   ,        0 ,            
7dG9SkluFV4 ,4643057    ,    79993 ,        4495
7okuF3hrBoo ,3242679    ,    38044 ,        2285
814EnoSLb8c ,2799845    ,    18968 ,            
YAXITiv1tQU ,644225     ,     4417 ,            
xvgyNzTCMss ,2227050    ,     7869 ,            
uaIQ8FZFzRc ,372387     ,     2295 ,            
dTnlKZuiZsc ,4864016    ,    82466 ,        1948
yqds04bRxQM ,2649622    ,    28578 ,        1896
g9rbVkWKpCc ,27063558   ,   251882 ,        8253
9uPYjuEXXeg ,7440528    ,   128841 ,            
oFl3nkghbHE ,163787     ,     1300 ,          26
5xjHpAggXsM ,24653488   ,   884329 ,        7948
jiCzheRi1U4 ,7289485    ,   225651 ,        3598
qGSAl0O3Gxo ,28951022   ,   222135 ,            
8wxyrvMcrVY ,881776     ,     6035 ,            
qcaz6YBsVO4 ,15954795   ,    98428 ,        3567
xfnnGSkJ-2U ,26402592   ,   243182 ,       12665
nHVkklL7Edo ,36496062   ,   215122 ,        3202
RTomucqALe8 ,4734592    ,    67054 ,            
OFGBPhghNHQ ,1892363    ,    17180 ,         282
SZqT8nmvkeM ,8412982    ,    48237 ,            
w4GoOOgcoII ,562904     ,     5362 ,            
2L7hhxT-pck ,48320560   ,  1103503 ,            
tDQ5asgpWn0 ,11090272   ,   107795 ,        6608
bx6kI6xwV0U ,10745397   ,    78472 ,            
yb_kP1ogPUg ,5856378    ,    51440 ,            
BC2jwoQP-fg ,6423128    ,   105120 ,         282
ki35Tnm4UQ4 ,174664     ,     1746 ,          63
9-KWhNQeaHY ,57517      ,      589 ,          32
ezHvel4lnvY ,11975      ,      151 ,           8
sQjbitmg-m8 ,21379      ,      577 ,          23
9wZpKZwjdWc ,90568      ,      883 ,          15
mHj5iA6PPkU ,175006     ,     1152 ,          55
7B0RpmEMPWQ ,57474      ,      538 ,          23
nOXcz2asRXo ,254556     ,     2034 ,          53
AN4g8fw1BQ0 ,13708      ,      138 ,           4
9ORMZJ4rK9s ,89344      ,      762 ,          17
o0XIOR2FQEM ,1010362    ,     2594 ,          55
C0y07ankmew ,37591      ,      266 ,           5
rgOylRHp1gM ,226744     ,      849 ,          34
m72JJKO8QKc ,28006      ,      420 ,           5
wcKjLKqDrKc ,61907      ,      502 ,          23
dElQqMWhDgA ,10237862   ,    20407 ,         483
sbUWXFQU6cg ,966997     ,     5927 ,         115
D4QuLUvugB8 ,15654      ,      153 ,          22
7no6MCKtZs8 ,87749      ,      690 ,          13
URLMZmAaID4 ,206751     ,     1200 ,          45
ZDXsQPTEguY ,393160     ,     3372 ,         123
wnkyDsB7Yrs ,1244796    ,    11040 ,         152
VQdkz5W00OU ,42194      ,      301 ,          15
LCN41v_rXo4 ,23196      ,      345 ,          40
1pYd05TKUsM ,497866     ,     3216 ,          45
7f5Pk6auTHE ,2608980    ,    17688 ,         247
q2WDDAwbQu0 ,8522       ,      127 ,           6
xnHOjiZq-ks ,3340431    ,    12263 ,         295
NYek5xWcCEA ,137498     ,      846 ,          49
Rkxs74KGdqo ,225829     ,     2142 ,          68
MKSaPNU0p0g ,4421026    ,    18503 ,         532
a38tzHDU0A4 ,9530259    ,    22869 ,         396
z6EchXyieos ,40973682   ,   569675 ,        9936
mRrttl7fBXQ ,10104376   ,    41499 ,         462
4PFjWTusngo ,64356      ,      422 ,          34
6CdteL3BxuI ,38592      ,      255 ,           7
gOxrxR33H4Q ,92769      ,      545 ,          35
wTdT_XPDwGw ,16419      ,      341 ,          18
EQU8Tu47bo4 ,108018     ,    11745 ,          51
tqX7m_TBYww ,226071     ,     2141 ,         145
1kB6hQ1vjkE ,339357     ,     3103 ,          87
z09fYU87cWA ,545516     ,        0 ,            
egn0wzxEfbA ,14457      ,      141 ,           6
BIt4snheQD4 ,2458472    ,     8181 ,         212
rUR-BX60yKc ,239424     ,      916 ,          22
95BW1EFWoms ,57893      ,      734 ,          37
zL0Tyjqx8KY ,39038      ,      540 ,          73
u86sE71Lfbc ,135242     ,     1415 ,          54
upMDqrOqRFc ,8053082    ,    61723 ,        2745
wov1DA-Jtjc ,4630756    ,    22063 ,         731
NX_OeGAzaQI ,42167      ,      490 ,          88
uN0hLtUz5TM ,145781     ,      731 ,          31
aDEaAOcDKnA ,16459283   ,   103833 ,        4047
l1eaZPBVdg4 ,46213      ,      545 ,          58
bzvt0gTAXvA ,1068359    ,     3982 ,         782
f0PigZDr-s8 ,6877689    ,    73007 ,        4548
7CyFg7K_vT8 ,2422448    ,    24769 ,         208
GnpP9l3wJSE ,14306      ,       37 ,           9
2-oCNXMsMvg ,10253029   ,   332360 ,        6009
BTjiKSqlg5g ,389470     ,    29330 ,        1165
S4PzkuR8okc ,1436157    ,     8416 ,         418
wwQgpt75Ulg ,66088      ,     1948 ,         144
-UEshUsQmKk ,1784       ,        6 ,           0
m5ME9Swo0_8 ,145274     ,     5883 ,         313
RCZBNLNTkx8 ,2757       ,        2 ,           1
q5thIuCSTkk ,1721619    ,    12151 ,        1475
Qlfpk4QX0kE ,2417780    ,    11451 ,         624
p_cZACxkErQ ,80350      ,     1894 ,          87
Pt5UDI8mgLw ,619        ,        3 ,           0
WFPBCPG9VYU ,1648       ,        0 ,            
oF_TT1MH-KY ,38960      ,     1815 ,          13
BttJ54VZxgQ ,5944       ,       59 ,           2
lNe1D_E3R8E ,64472454   ,   246274 ,       11936
aDpRuuMDusY ,13160      ,       94 ,           3
i6LTv8EbTB4 ,3533       ,       48 ,           1
lESzA0XFCZY ,5841       ,       15 ,           3
a2v3b5UatOc ,1452       ,       55 ,           2
nVldFZCiZkg ,139260     ,     4441 ,        1679
_qIjey2Bx_M ,18444570   ,   185911 ,        4113
ybD3nQdcSE8 ,2986       ,       75 ,           5
RAa_xGgI1Q4 ,134880     ,     2354 ,          39
CO1H_KDxlhk ,11837      ,       20 ,           2
irOJshG7GWU ,11942      ,       32 ,           6
Zcg_F8CKjT4 ,339021     ,     5840 ,         278
MSRcC626prw ,54576669   ,  1201532 ,       30714
XYNORy_tzvM ,527        ,        9 ,           0
CRZ8zJnqCO4 ,1444       ,       13 ,           0
128UilRAw74 ,5113       ,        0 ,            
DE5NV6Mr3ZA ,178013     ,     1802 ,         197
Xe_20Jy-B4s ,4          ,        0 ,           0
MRdhvTVFPf8 ,257043     ,     2438 ,        1367
84GXZcMo4VY ,2          ,        0 ,            
WByhB1D5LN8 ,26         ,        2 ,           0
xKwiu5LmP1U ,528762     ,    16303 ,         688
cklbplz5YkI ,35761      ,      132 ,          72
WROixfZLsv4 ,5712       ,      145 ,           2
wTfsVbua5Tc ,3037       ,       83 ,          37
IokrvdJhZ9s ,1689       ,       26 ,           1
YScbay3t0tQ ,2175       ,       53 ,           2
z-R3DShHbkA ,33801481   ,   238729 ,           0
UMcWCOOyTAg ,4729897    ,    66319 ,        3655
t957N-yhCoI ,3439285    ,    19311 ,           0
