id          ,viewCount  ,likeCount ,commentCount
N_j9fVvmiiI ,10789      ,        0 ,            
8F3Jinys-Q8 ,3751       ,        0 ,            
qdelDtwD23A ,221726     ,    10017 ,          28
_u1Z3pdlJu0 ,524038     ,    17927 ,          67
ZGOQM4IvrrI ,2996       ,        0 ,            
eAzusXDT0Lo ,5500       ,        0 ,            
I3iG2YiGneU ,489827     ,        0 ,            
dzNMeWVh9lc ,4005       ,        0 ,            
Be6y6VWTfdA ,51798      ,        0 ,            
04cT1TQc6-8 ,2335       ,      175 ,           3
CDEmm4D_ysE ,62917      ,     2397 ,         245
MYAKnG4fYmc ,4614       ,        0 ,            
bnKRxUIT2DM ,4394       ,      311 ,           3
uquVuGR-wZQ ,488        ,       26 ,           3
Os7dqkLSnV8 ,4726       ,        0 ,            
UsL1wuiVDQY ,59847      ,        0 ,            
NQHpFBqKMrU ,1500       ,       63 ,          27
zdx9-CW4vU4 ,6423       ,        0 ,            
Xl_F1C-6I4A ,9536       ,      548 ,          10
tZcnzroHqN0 ,5910       ,        0 ,            
vYaiVBMS-Xc ,5325       ,        0 ,            
_dZX6IJNtxc ,10163      ,        0 ,            
YD2RvONg5Ao ,413        ,        0 ,            
W5K9BYALIws ,4556       ,        0 ,            
OYtSpS0LE5c ,1625       ,      142 ,          38
g3ie4SES8yc ,101666441  ,  3766627 ,       30661
jhDjtaawPUc ,5842       ,      387 ,           4
HN_w-zHegrU ,11365      ,        0 ,            
5o6nDazJCVY ,9733       ,        0 ,            
mRJTGK7vzHk ,266763     ,    20562 ,          73
vqNbSB_JTzU ,46873      ,     3050 ,          19
V2HE7ofVhDI ,76546      ,     3548 ,          33
UM-k-ROyY6I ,327816     ,    19761 ,          32
0S8GiggHnH0 ,82691      ,     5619 ,          38
ZhduiTBjcn4 ,35503      ,     2959 ,          20
Cn-TLpadXzg ,21281      ,     1594 ,          14
lUZFwsrakq8 ,545519     ,    38207 ,         122
LIWpwAfU6xk ,311043     ,    23048 ,         102
P0TBSSPOyYo ,19623      ,     1397 ,          18
Y0qodvkA4RI ,95189      ,     5323 ,          24
gzi9ER3P2hw ,562181     ,    31454 ,         173
zrHl1PkWnA4 ,314876     ,    21508 ,          70
Yres56tNFaw ,5441246    ,   368464 ,        1713
nADEzlSG3cc ,130223     ,    12137 ,          50
pM20xrc4URU ,6295987    ,   410707 ,        1136
Uv6d_yySNzM ,472576     ,    33173 ,          65
S4dtZKw0JJI ,467466     ,    31368 ,          82
KFD1t6tWnUQ ,1304046    ,    76234 ,         228
mpT6sjBBEQE ,51518      ,     2610 ,          34
DtoMPvCI6Yc ,7406333    ,   318065 ,        1317
YgKjNdwLl3I ,426010     ,    25412 ,          78
LdNsSD_4yfw ,2484231    ,   184863 ,         470
Q5U2zyekR_Y ,64676      ,     4664 ,          20
pw9k5Kf_5y4 ,21863      ,     1850 ,          18
ZrWC1-n3qVY ,139749     ,     9503 ,          44
3A6VEk4rpEM ,27169225   ,  1247651 ,        2449
UEYvUVkthmg ,159720     ,    10299 ,          41
1BA77hI3n1I ,56664      ,     4244 ,          45
Kri_LuKdyXs ,26053      ,     1673 ,          16
YlBzhL8QOX8 ,502760     ,    35849 ,         173
_M6oJ7IcNBk ,161932     ,     8331 ,          54
RUv91f5mQQs ,301154     ,    27537 ,          89
XKohzMwTUx0 ,604216     ,    38810 ,         130
IQpmHZQZBDo ,4101975    ,   231682 ,         490
dl6dIC6ALxs ,221179     ,    18265 ,          78
gzXjbr3X0rM ,299662     ,    15407 ,          95
Vcfxp-G0SFM ,37379      ,     2014 ,          33
4QeSGS5-mjU ,501646     ,    35323 ,         164
_dba-53opFA ,59846      ,     3520 ,          31
Lik3OeIQn5E ,57910      ,     3262 ,          38
cYW1Yasyia8 ,32045804   ,  1569164 ,        5908
9GtOwqtwwQA ,229904     ,    13720 ,          34
43OaFjAorQ4 ,48728      ,     3152 ,           0
WhEcN_84TaA ,5821067    ,   306466 ,         399
RIC2sn1aUd0 ,3257102    ,   180148 ,         372
Gz4Lpy58yOA ,25584      ,     1317 ,          17
zsazr5hfYvk ,44414      ,     2720 ,          22
_KJ10DFzQl4 ,1488851    ,   119811 ,         343
q-29W_pbEA8 ,408529     ,    18267 ,         132
eNu37i27NYQ ,392037     ,    13244 ,         599
C5kIQ9zpjRI ,265214948  ,  6554187 ,       24223
sj5mmSSKAgY ,121339855  ,  5314582 ,       17243
Ay_g-rgkIsY ,34505330   ,   611694 ,         878
fLeJJPxua3E ,3885040    ,    83183 ,         589
YP4qT43o8g8 ,1503290    ,    79930 ,         195
s8eRRrLkHFI ,91907127   ,   372299 ,         270
ILu5rU5dfzk ,50389462   ,   854043 ,        3614
QEzMKfFay4g ,126533004  ,  1713583 ,         409
j01Hg4QJ6NE ,9749273    ,   563218 ,       13096
SUFRN-b6D60 ,3637888    ,    12956 ,         364
NUPdjQ1-tHA ,7520458    ,   602919 ,       48872
_5ht4dvkicQ ,378850     ,    28144 ,         264
4cu1EpWh5YI ,750217     ,    40001 ,         209
ocSA8IJw8tc ,9276775    ,   330709 ,        9460
_caU9liHJc4 ,1189759    ,    38246 ,          82
kcMQxQbTwOA ,206423     ,    11905 ,          90
HenSb4WKLx4 ,210730     ,     5725 ,         570
bP3rY2wxTCk ,214050     ,     4847 ,            
eCOtq_brGxE ,65909374   ,   975669 ,        2202
0Znvum3WikA ,2385198    ,    46206 ,         926
jAUDFkj6NGE ,334521     ,    20258 ,         178
-I8eIx76JTc ,80499      ,    14101 ,          34
GfQlrZKYLv4 ,16459      ,      221 ,           7
i5s9Ekbkm5M ,672498     ,    12924 ,         673
nrv-klkvZio ,54316      ,     5437 ,          36
E3M3uHdT6Uw ,603350     ,    40598 ,         750
sfTRxACUKN0 ,36484      ,      507 ,          40
TImjgm4aCMc ,16230      ,     1340 ,          31
zxQuS6RUv1o ,1031089    ,        0 ,            
A6NtETPLnuE ,31860      ,     2334 ,          39
kFdj-GQNRkc ,2197148    ,   143788 ,         305
LGLECarNLqg ,14908849   ,  1177881 ,        2049
L40sVzEsmPs ,193653     ,    12733 ,          88
izuwvdP03U0 ,262580     ,    14990 ,         112
iq-Tp7D9olY ,11416992   ,  1026024 ,        2852
ug-MWvuhw1M ,12579316   ,   786030 ,         751
OYqdAfPaRPY ,2404630    ,   180552 ,         298
RclYIk62SV0 ,604446     ,    33234 ,         131
eKXOb4A4OvQ ,27760      ,     1987 ,          22
VlM21K798pE ,162707     ,    10693 ,         184
Qe2btF_fGqk ,397749     ,    27649 ,         194
dpJDLoK38p8 ,1081249    ,    94026 ,        2490
pkXBtQHR51c ,386696     ,    21681 ,          80
T65l_GOHJk0 ,79633      ,     5920 ,         298
wZq2tyLNPRU ,52134187   ,   112566 ,           0
RJNpOC6dGN0 ,1703787    ,    92212 ,         171
G8A3j_rvcBs ,302494     ,    16863 ,         140
PTg4nKgQdso ,1045129    ,        0 ,            
LxlJYp7O0so ,9489       ,      564 ,         155
40ZQy-qAJYI ,341916     ,     3717 ,         202
z1AaUlFf9xY ,1849535    ,     9564 ,         136
KGuW1cr3K7c ,3936491    ,   115121 ,        5241
3GbR3AjhDJk ,34991      ,      550 ,           6
KRu0xOP5XKM ,2777258    ,    17681 ,         655
xbS6i3nDbf0 ,297943     ,     6538 ,          83
rrMiZO5gJHw ,9694292    ,    61439 ,         999
QpKF_bkPOhE ,325167     ,     1643 ,          31
1ENAvF0h_yc ,2080508    ,     8352 ,         157
J471UWbWy2c ,19698980   ,    90868 ,        2014
1tvDX2ks94o ,416871     ,     9899 ,         380
F3_t-CVYP3Q ,119220     ,     1089 ,          17
DAHEfO9bz34 ,2340223    ,    24583 ,         224
P2oyy_3EzpE ,515876     ,     2405 ,          47
85_wD1QVF5A ,1879206    ,     8149 ,         188
g8aX8WOJq5s ,105218     ,     1553 ,          23
vM50SsZ4K_A ,818865     ,     6464 ,         148
no1BrGVi4EU ,500729     ,     7765 ,         435
6vcqyLCq5cQ ,20604003   ,   104372 ,        3494
fmMlyb0Sx7Q ,9682914    ,    94931 ,        1756
3MWbPBzc9D8 ,28857055   ,   193820 ,        8685
pyiXrr-crH8 ,6540972    ,   113603 ,       18614
z7dldjRGO1Q ,4291876    ,    41330 ,         558
r7GagTH1YBA ,1097390    ,    17019 ,         164
3EbePGWYr2Y ,14358      ,      333 ,          32
SrMZBdCLEck ,30444      ,      676 ,          52
1FUzZDiWsbA ,1252064    ,    16845 ,         431
0jmdEvSzGvA ,684772     ,     6828 ,         218
kdUB9_TVGYA ,133562     ,     1087 ,          19
EOnZswhnOzM ,2693563    ,    14189 ,         207
WK-0N-SWiJU ,8267625    ,    84632 ,        3003
sZUs4Vbk-f0 ,53399261   ,   384053 ,       16318
LNF4yr8HIv0 ,2368464    ,    50034 ,        3738
atbvAZHinbA ,344585     ,     3121 ,          90
s7Ag3Lk11co ,202311     ,     4485 ,          94
nXOroUomnjA ,1742094    ,    26118 ,        1018
UJOZIqBs55M ,1657151    ,     5900 ,         209
BTg0jrWgcnA ,242526     ,     2869 ,          62
cH9NUFacExM ,583868     ,     9171 ,         185
KmEL8XrGYAU ,125738     ,      852 ,          16
bmaDloYD0XA ,7959089    ,   133417 ,        3706
sP_dej7vzac ,487001     ,     7689 ,         504
J94WE4JBgSw ,749559     ,     5016 ,         258
pGMCcpT8MQQ ,1100796    ,    29682 ,         250
FahLr0LyMuY ,10340099   ,    81637 ,        1626
nnVFezGBNV4 ,92712      ,     2892 ,         140
vqoGdxtXjGM ,251770     ,     5005 ,          76
p_jvxcuJ9q0 ,865990     ,    24504 ,         567
w5XDw8ONw0k ,3898166    ,    33477 ,        2654
p-qpH8H0Z-U ,4672428    ,   100875 ,         884
dHu8n-F6PR4 ,1375239    ,    44232 ,         453
eNHJjGkTLy4 ,890213     ,     6199 ,        2403
Sd175r5uSJs ,22162802   ,  1249763 ,            
qb1jOTubnpA ,41730085   ,   207399 ,        2987
UERyZTmDKkw ,11089816   ,    48264 ,        1256
RfbnnZMzjFI ,12882391   ,    42568 ,         504
jks3ItCD2Xc ,6579829    ,   318103 ,        2255
ArhhQJpel-c ,575613     ,     2435 ,          89
N4z5YRdjJQ4 ,35917263   ,  1701027 ,        3750
FMzj9UYHTPQ ,5110672    ,    22428 ,         317
X6MwFDmPNmU ,5696799    ,    72296 ,            
inzTSt0JXPo ,361416     ,     2243 ,          66
v9oxyswY8fs ,69085599   ,   129248 ,            
fFhH-pt9JW8 ,53182641   ,   203995 ,        2953
5vl_VAFviFE ,7486298    ,   552688 ,        2656
V1Ticoqoidc ,20519801   ,   182097 ,         145
rl2To2BxkKg ,62476998   ,   976545 ,        5109
9fjRa3AjTjs ,490556     ,     2188 ,          42
RvOzuxTHNWo ,38657175   ,  1904131 ,        2352
gcprxrNRsVw ,214399271  ,  2224992 ,        2283
da_Q6kz1_Gc ,18848262   ,   132614 ,         908
a7d0j4qeCzQ ,20172885   ,   447791 ,         454
HaoKENcPIrQ ,15116578   ,   557855 ,        2999
xGoQpRM9oCc ,3266304    ,    94013 ,         871
9PXc3ItdZnc ,6509240    ,    50959 ,         272
BqBypcdJEE4 ,53513000   ,   787969 ,            
aJfxhhYG8qA ,39709097   ,   778300 ,         721
jrSfobS0698 ,124349530  ,  5473468 ,        3858
kzjhFMuIRSA ,137980     ,      521 ,           0
D6PVVb3KedA ,1951012    ,   109291 ,         186
6CQ-3-0fyA0 ,793402     ,    47786 ,          73
oaEtJsP5mRU ,24665256   ,  1440615 ,        5762
fJXLTaFSmv8 ,19467683   ,   207940 ,          61
LlFOcoE8RfY ,27376088   ,  1602540 ,        1747
mD7IP47DBzw ,862868     ,    68792 ,        1790
D0HNjDtbiZo ,12483836   ,    45429 ,         825
NTP8fdL_xgI ,218903983  ,  3809040 ,        6157
ivFGReq8eGE ,596071     ,        0 ,            
XLHVU2qyPFM ,8313394    ,    49561 ,        2825
ebag-0NI74M ,55713156   ,  2767291 ,        1465
fyzPy_VppVI ,6099320    ,   335694 ,         425
bB83Ad-s29M ,5572335    ,   427260 ,         262
aA8M81yz7zY ,60520      ,     4415 ,         103
-keDS6v5x0E ,14845426   ,   722657 ,         316
ILu5rU5dfzk ,50390111   ,   854045 ,        3614
qqoO3IjViMc ,7092573    ,   395683 ,         582
jcQ3i7bSZL8 ,161995     ,    10858 ,          63
qx7-v4UkPV0 ,140218     ,    13323 ,          25
mRBwaw6ef_E ,8464528    ,   538264 ,         764
Snh1AEPyzD0 ,70150564   ,  1738991 ,        3263
pqwsEilhhhs ,834335     ,     3251 ,         301
z1AaUlFf9xY ,1849535    ,     9564 ,         136
rrMiZO5gJHw ,9694292    ,    61439 ,         999
3y-r7nRoo0M ,1131652    ,    22106 ,         867
KI3qD4vrcp8 ,3618882    ,    25429 ,         304
1ENAvF0h_yc ,2080508    ,     8352 ,         157
kdUB9_TVGYA ,133562     ,     1087 ,          19
Zg1U6hL5vyk ,2453979    ,    53199 ,        2242
z7-yoZ4Ofk0 ,13449516   ,   390482 ,            
MYL5iB_c5BI ,3423352    ,    82305 ,        2075
liK87I1yM3s ,7332280    ,    35728 ,         774
J42YdOLQPLo ,1460819    ,     6577 ,          68
AUdYuVC3OEA ,1122797    ,    12746 ,         139
wOEB8myz2KQ ,7467145    ,   110564 ,        3626
F3_t-CVYP3Q ,119220     ,     1089 ,          17
ryM1f71rg8Y ,18141364   ,    55019 ,            
wokbGkTMLQY ,5683630    ,    15752 ,         223
LrfhKzK2vtk ,3159098    ,    24625 ,         297
XvJVUawdyWQ ,148403     ,     1147 ,          31
HVE7ckFj7o0 ,980882     ,    11980 ,         544
7lnCi-c3NOw ,5081464    ,    23022 ,         252
vUZWe5kAsSM ,94956069   ,  4244648 ,       13230
I7gmgl1Mfbs ,1199857    ,     5892 ,          98
xwm9QmKKeWA ,219334     ,    25008 ,         866
J-q8keU3_8w ,585454     ,     3770 ,          41
BaKCdsA1a6A ,1235715    ,    70951 ,         319
vMn4vRYp-EY ,107994     ,      778 ,          12
on6XdLxLjYM ,1555139    ,     6658 ,         201
-kNmxjRlqzo ,593241     ,    24730 ,         412
dg-KO_hV6U4 ,1673103    ,    51587 ,         275
OZO3Mo9itTA ,754465     ,    25630 ,         325
80FnBvMyiUI ,2327592    ,    36050 ,         933
ct8tVBrX3d8 ,973101     ,    47826 ,        2647
SyEd-JJhAi0 ,33078622   ,   151304 ,        4990
Bsj8btRiKuE ,12418227   ,   289992 ,        3065
5YEzEZfwk-8 ,2147206    ,   156618 ,        4117
GCxyKUfmT6U ,1182113    ,    69646 ,         219
r8_GIWYqsjc ,3953576    ,        0 ,            
z9UPbS0PARg ,1346185    ,    29757 ,         308
9uVViVwD9R4 ,388091     ,     3363 ,         313
Kk3ticiuPrk ,1426318    ,    35804 ,        1682
SJb518IRr5I ,12688907   ,   539117 ,        1994
M5f5iXf68Fs ,2044034    ,    30198 ,        1207
_bV8T4UyAqA ,2544417    ,    48660 ,        1021
MvC5LZ-OGMI ,1522971    ,    25012 ,        1097
FxK3dy7Iajo ,3301991    ,    56839 ,            
ckFFF2VyLxk ,10038130   ,   625972 ,        3798
8je1sVq7qLQ ,225232     ,     1293 ,           9
ZvwVA42eE6I ,4571627    ,    32173 ,            
GA7Kl7XWOmM ,16148386   ,   242699 ,        7398
We26I70NadY ,832171     ,    11004 ,            
1JOS0GHFmBk ,14837286   ,   338494 ,            
Sdkwu2FvFfI ,31790053   ,   697901 ,       28947
ihgSZmgjk20 ,819815     ,    12637 ,         245
vbA926S3hjs ,821327     ,     5030 ,         181
nwP3TeK-fPs ,7703570    ,   258513 ,        6474
40uMbKjSBwU ,371410     ,     7258 ,         135
neKqlZujsx8 ,14742075   ,   561329 ,       24129
5jwETfUw0TE ,1258541    ,    23554 ,        3094
zVa0yHox7Ms ,18219138   ,   199100 ,        3995
H6ly9KGuVTk ,366614     ,     4309 ,         209
wE891Z9gcXY ,2448742    ,    91260 ,        1367
8rDNZ5Ebwsc ,16500451   ,   436459 ,            
p5TXO5KT99g ,1030324    ,    11892 ,         231
TI2uGmdzhzw ,8973839    ,   288633 ,        5567
9bIBYPYb6Tk ,1685970    ,    30278 ,        1627
buALERURN_0 ,112420     ,     2716 ,          62
vo3qLUki5L8 ,1708777    ,    30485 ,         345
O8jT8ppFkto ,1178847    ,    35300 ,         907
GOysW6WYWoE ,36360140   ,   154500 ,           0
_VRL_urv4EI ,189533     ,     2582 ,          67
hD0r9Hr8SdI ,17366790   ,   130430 ,        2893
PnyDclyyFqs ,4936301    ,    64875 ,        1298
g9Ge8z-nAEg ,39100944   ,   462612 ,       12240
SvLdjr_Wodc ,10774      ,      169 ,           8
viEet9cNQEo ,939703     ,    14105 ,         257
5wK8sABFAaI ,1281620    ,     8480 ,         249
aO4CigH3mFg ,9777379    ,    90164 ,            
a_0UobBYNSA ,621973     ,     8113 ,         122
WyfPIKtPYHM ,483441     ,     2148 ,          58
sXAaBMRlK1Q ,10141037   ,   446546 ,        8936
V9S-KsUpzvk ,14299235   ,    58612 ,        3590
BjX8vRkQU_4 ,6534035    ,   101113 ,            
lE_1VE2tdGg ,3006140    ,    49292 ,         738
PeMV7_NkVNs ,3207127    ,    59204 ,        3727
2VaeG2LWgTs ,11149      ,      302 ,          11
h_-zjjJ8oX0 ,3692175    ,    73805 ,        1839
DVehxECNijo ,33520549   ,   347554 ,        5548
touPvVxv0h0 ,4461990    ,    67572 ,            
gpxzC0e6Fec ,1286788    ,    20855 ,         732
8Fy88r4_76c ,1858246    ,    13773 ,         308
9K_r1VMwx9U ,1997576    ,     5065 ,            
1qTbGqU_Y_c ,640953     ,     2037 ,            
eGWAZksfNfo ,253149     ,     1258 ,            
V_DKNX2zG_Y ,21278      ,     1537 ,          36
x95DKaURUHQ ,50705      ,     1197 ,          45
2DMyZ5sroY4 ,18651891   ,   765585 ,       10988
U3ipGb_IOVA ,20006798   ,    98358 ,            
mJWBxbDfNjY ,927990     ,    52630 ,        1036
7mpvxDxVIWM ,7154040    ,    41334 ,        1128
5dNN0KxIGqM ,1812369    ,    35567 ,         657
YGICTsTiofI ,4082582    ,   319127 ,        1129
vvoa-1DCL5s ,8494224    ,    80983 ,        2012
fb_yUFffAg4 ,3628792    ,    46258 ,         797
Ks-weY5uwzA ,1362344    ,    17228 ,         456
i7Sr5sxaBOA ,1289151    ,    18783 ,         391
YWvaf381kG0 ,623950     ,    18990 ,        1236
i5pBVu8KGsc ,5737895    ,   144496 ,        3041
39Xh3FCT7rU ,1487698    ,    15047 ,         346
kCZ-RLikEtw ,756121     ,    41908 ,        2734
U0w8LU7L7P8 ,5152884    ,    62271 ,        2275
_cEgrI4Vmcg ,9597346    ,   130418 ,        3020
_6mqohghnTg ,2015136    ,    53379 ,        1968
dJTDrHZF6Oo ,2346986    ,    27354 ,         754
VCWnsWfObvI ,6800467    ,   137974 ,        1236
VzvFKfI3Mbk ,619644     ,     9366 ,         353
v9WSjE3tIkg ,48406665   ,  1463884 ,       27403
58btoU6LyQM ,518601     ,    13583 ,         198
ZoXqb8Ddhtw ,14602240   ,  1137989 ,        9241
utPvHoiaznA ,2583676    ,   169105 ,        1134
IZa_sEdO9e8 ,4722028    ,    62381 ,        2048
73xz52Gpuec ,3140260    ,    92927 ,        8847
r-yo0viYFCw ,2243380    ,   224191 ,           1
nZhWIOOG3Ws ,5777053    ,   156813 ,        5830
EyTQJPvp4Lg ,278638     ,    10238 ,        1210
8sBqr6XSB0E ,4897308    ,    97472 ,        1534
NtsgmSaC2pI ,1320275    ,    23141 ,         488
g6y8X2ojdV8 ,3779964    ,    69942 ,        1075
cYJF4GB8Uls ,132370     ,     7381 ,         398
88Zmo-1Rxjk ,3162820    ,    33824 ,         545
lMCOKYpVDhY ,1661071    ,    38611 ,        1940
E_quZpeV--c ,1014657    ,    12155 ,         311
9JiYIzUyLUE ,976321     ,    21246 ,         670
3oYzJGFW6Iw ,5087277    ,   101117 ,        4710
4LF37gA5JZ0 ,1705816    ,    32449 ,        1034
gYBP53kwj3o ,54520      ,     3443 ,         282
R5mFbOtHqsw ,8124507    ,   305837 ,        2894
yKR1JgroA0s ,2058079    ,    68069 ,         933
0D9rxq90K4U ,10158772   ,   181878 ,        8731
UxyUjhBoAlk ,14658759   ,  1060209 ,       11604
Q7NdIdiu9CU ,651494     ,    17578 ,         915
kKmRXatSHj4 ,8278148    ,   147560 ,        1727
ApJ0XZogs7s ,4982007    ,    97445 ,        2273
Zh6x6ezP5bM ,1610390    ,   201249 ,         490
reJAU-lx47U ,1012115    ,    64846 ,         429
uBp6qjJtKC0 ,26770187   ,  1865852 ,       11111
XM3LkMVFnlo ,2010960    ,   316601 ,        1768
As3ptmG9R1M ,723291     ,    26822 ,         620
VD6RoGmef00 ,1392758    ,    16862 ,         245
eNu37i27NYQ ,392037     ,    13244 ,         599
5YBoWCU-FMg ,181755     ,     1038 ,          44
LBQ5XAfkL18 ,35138      ,      293 ,          17
ECOd877Urm4 ,21562024   ,   162832 ,        3362
X8T112TkiUA ,50362      ,      320 ,          21
wE-I1en-Gt0 ,567206     ,     1960 ,          48
NGC8IS4gjpM ,77942029   ,   468904 ,           0
ZuRLOlB4N8U ,29019045   ,   662509 ,       11536
JzFwGQif5SA ,664710     ,     2896 ,         111
ki35Tnm4UQ4 ,216169     ,     2000 ,          65
RhOwyHWGqWg ,2125939    ,     5719 ,         194
qyyGDoJJXHA ,4885558    ,    13470 ,         280
VJ3oZxEmSAI ,969610     ,    13550 ,         252
nOXcz2asRXo ,272392     ,     2139 ,          53
z6EchXyieos ,40977723   ,   569693 ,        9937
wjb8-xRXSZ4 ,363394     ,     2418 ,          51
Bxdn1x2a8dI ,3183766    ,    14723 ,         472
MKSaPNU0p0g ,4424096    ,    18516 ,         532
hJpfROXlaPc ,13727226   ,    23130 ,         733
ZDXsQPTEguY ,394264     ,     3383 ,         123
1iROTSTndhg ,43546      ,      418 ,          23
0DPZ9b9ZZr4 ,3311214    ,    16718 ,         693
oRDRfikj2z8 ,6108202    ,    17437 ,         467
DR4cL-XeSCE ,1760294    ,   117135 ,         209
9-KWhNQeaHY ,67047      ,      642 ,          34
aoQA2-lxU6I ,326062     ,     2406 ,          97
7P3ayy_6je4 ,116912     ,      892 ,          25
vHO7BAGlF7o ,293207     ,     2535 ,          61
dCiqXcecepc ,425175     ,     5411 ,          83
ZGwvgkmQhh8 ,2415154    ,    18182 ,         229
7B0RpmEMPWQ ,59300      ,      545 ,          23
a38tzHDU0A4 ,9550434    ,    22915 ,         395
gOxrxR33H4Q ,94243      ,      553 ,          35
6QzcF3xdoF8 ,14445594   ,   128408 ,        2091
ezHvel4lnvY ,35759      ,      321 ,           8
PGLZQgYWYEk ,1993674    ,    56922 ,        3139
9ORMZJ4rK9s ,91238      ,      775 ,          16
ZtasaWN6WaU ,377278     ,     3529 ,          78
TlQtd9ygxs4 ,3695654    ,    12828 ,         406
Rkxs74KGdqo ,230043     ,     2174 ,          68
4ts5PgVISgc ,4804551    ,    36686 ,         726
sbUWXFQU6cg ,973280     ,     5950 ,         117
Sg4hFC9rrzI ,8801416    ,    55256 ,         822
4PFjWTusngo ,65931      ,      433 ,          34
Meyvj8r7g8E ,357003     ,     3025 ,          79
1kB6hQ1vjkE ,341537     ,     3116 ,          89
Rg-Olo6Jk7g ,26186      ,      304 ,          17
Xzn5nZe3HJs ,8984049    ,    16021 ,           0
wr46yuMYYjs ,548742     ,     5545 ,         112
tLQ1x2CuE-g ,83303      ,      500 ,          21
8jjGUFu26bE ,56478      ,     3169 ,          12
9_5wHw6l11o ,12947560   ,   196714 ,        6524
dOjLTDO6U5Y ,203929454  , 11856567 ,       23953
fcD94e93cCk ,6362147    ,   119744 ,        3781
EvfpRo4ZMgY ,2059448    ,    39050 ,         317
WEDndTCyGgU ,4230889    ,    81062 ,        1903
WHLgY6qvvW8 ,2782183    ,    21709 ,         164
nKjJuGRqgKA ,4829444    ,    53385 ,        1827
4_bw8JsXyaM ,8682589    ,   503394 ,        2327
Z81sA9oM7uU ,13124079   ,   721036 ,         924
PEsqPX-PWOQ ,1508880    ,    28647 ,         541
Kes2fk-Nuwo ,1399510    ,    33190 ,         604
oppJG9jisus ,10809626   ,   773592 ,        2082
gVPhaZOW-rQ ,224053454  , 12818113 ,       39026
wx67BStCv94 ,62732206   ,  3168525 ,       12804
uI3prY1Puuc ,98647574   ,  1725316 ,        2363
y3zLcCOnUzo ,3198729    ,   228983 ,         677
jFW8v33ID8k ,688415     ,    16154 ,          97
NLPuCclm5lA ,5786788    ,    78614 ,        1830
HKrKUsXdCYA ,21512250   ,   180545 ,        5029
7FZIRdLcRo8 ,622371     ,    40302 ,          47
RM7jTGn2iJM ,626122     ,    38556 ,         136
h_63r3IVbMQ ,43995297   ,  2716055 ,        6153
-HgDBmJZB5c ,3340573    ,   125908 ,         660
qzL0d-F3zvE ,1165904    ,    90965 ,         623
ZDLMshyBiVk ,13847918   ,  1018859 ,        2147
YbvknpVonIk ,804853     ,    24967 ,         566
1RMKR8h03iw ,50358164   ,   877541 ,       16052
pel1XuJjWdk ,102765649  ,  2982931 ,        4909
bYU5Sdn4QjI ,3714803    ,   224242 ,         338
HaD6ByfJlBA ,37870798   ,  1587294 ,       16004
Hyz0C7i3ysU ,978563     ,    12828 ,         302
QnxLau7m600 ,14943222   ,   154117 ,        6041
z-GGS_hRW1s ,114253660  ,  2684514 ,        2871
bAfyQ-ROisE ,15441310   ,   574653 ,         431
i5T6Fnbq34c ,13030424   ,   627364 ,       10315
X_qo3lnRS1k ,21221306   ,   364248 ,       11687
41DeiOZf67g ,7006292    ,   131378 ,        8041
mhDJNfV7hjk ,16447305   ,   435071 ,       13227
eQwSMNAirYk ,221055     ,    11666 ,         448
C4EN25UAJg8 ,1409283    ,    88721 ,         138
CoK_Kzq9Fkk ,93347892   ,  5500838 ,       28823
uPlP_-5_WF8 ,38450      ,      397 ,           0
1i-4yex9oEM ,4641177    ,   259866 ,         776
6y7N7bsjueE ,5686171    ,   411239 ,         565
4e_PRDUtSm4 ,6592210    ,   380927 ,        2140
Z1oYGawjFnY ,23106971   ,  1432469 ,       11023
ziHULOSJVGg ,33882405   ,  2068045 ,        8717
SlIA_zG281Y ,2836831    ,   206852 ,         415
M3srSPhAlsc ,7869689    ,   743165 ,         927
7ZDcF4QVOUw ,2498254    ,   136882 ,         646
BAwoqiMgDk4 ,751847     ,     6377 ,         555
QUjxsuGwTA8 ,6095145    ,   136333 ,       18586
ZzM_ePCJ0wY ,126312     ,     3068 ,         305
xGlIfuWCdK4 ,6142531    ,    48364 ,        5627
GtjSxdCRNRU ,1443794    ,    21073 ,        1916
b2f2Kqt_KcE ,8214392    ,    39041 ,        1638
GyAKLundvvc ,6294866    ,    66012 ,        1893
DuuBIlGPfSg ,2108298    ,     9280 ,         180
irp_XBZz2R0 ,2300497    ,    22053 ,         530
xBasQG_6p40 ,12442506   ,   490026 ,       12536
Jxm_sV70b1w ,10879661   ,   173283 ,        5637
t3NXLJArTzk ,637927     ,     6886 ,         649
qkLW39MEmEs ,194663     ,     1612 ,          71
9C2VRiMcoj4 ,131393     ,    13104 ,          16
6i_5D9ZPHpY ,3463204    ,    24217 ,        1192
MwqsTyYeqsA ,691644     ,    10643 ,        1881
uhYLfK8GSr0 ,9814214    ,    46509 ,        5120
Xtl4WcoFp7k ,503808     ,     4716 ,        1006
yX5JjbIZJ6c ,82532      ,     6105 ,          35
88uGPR3P78o ,444619     ,     4443 ,         193
jfKcZgUvnbg ,25416      ,      968 ,          67
WER7X-SWZXY ,1214565    ,    72014 ,        2931
zJMCctR8ivc ,9646439    ,    66771 ,        3414
HcSnmKD0wWQ ,10686600   ,    75206 ,        3678
mIBRDpEDsZA ,127263     ,     2609 ,         134
V3fkVga2q7I ,4537972    ,   251729 ,       15376
